Date,Open,High,Low,Close,Forecast
1982-03-28,1.2259,1.2259,1.2259,1.2259,0
1982-04-04,1.2316,1.2316,1.2316,1.2316,0
1982-04-11,1.2207,1.2207,1.2207,1.2207,0
1982-04-18,1.2242,1.2242,1.2242,1.2242,0
1982-04-25,1.2197,1.2197,1.2197,1.2197,0
1982-05-02,1.2231,1.2231,1.2231,1.2231,0
1982-05-09,1.2375,1.2375,1.2375,1.2375,0
1982-05-16,1.2355,1.2355,1.2355,1.2355,0
1982-05-23,1.244,1.244,1.244,1.244,0
1982-05-30,1.2499,1.2499,1.2499,1.2499,0
1982-06-06,1.2619,1.2619,1.2619,1.2619,0
1982-06-13,1.294,1.294,1.294,1.294,0
1982-06-20,1.2874,1.2874,1.2874,1.2874,0
1982-06-27,1.2875,1.2875,1.2875,1.2875,0
1982-07-04,1.2792,1.2792,1.2792,1.2792,0
1982-07-11,1.2637,1.2637,1.2637,1.2637,0
1982-07-18,1.2565,1.2565,1.2565,1.2565,0
1982-07-25,1.2556,1.2556,1.2556,1.2556,0
1982-08-01,1.2482,1.2482,1.2482,1.2482,0
1982-08-08,1.252,1.252,1.252,1.252,0
1982-08-15,1.2355,1.2355,1.2355,1.2355,0
1982-08-22,1.2398,1.2398,1.2398,1.2398,0
1982-08-29,1.24,1.24,1.24,1.24,0
1982-09-05,1.2385,1.2385,1.2385,1.2385,-1
1982-09-12,1.234,1.234,1.234,1.234,-1
1982-09-19,1.2324,1.2324,1.2324,1.2324,-1
1982-09-26,1.2353,1.2353,1.2353,1.2353,0
1982-10-03,1.2328,1.2328,1.2328,1.2328,-1
1982-10-10,1.23,1.23,1.23,1.23,-1
1982-10-17,1.2262,1.2262,1.2262,1.2262,-1
1982-10-24,1.2261,1.2261,1.2261,1.2261,-1
1982-10-31,1.223,1.223,1.223,1.223,-1
1982-11-07,1.2234,1.2234,1.2234,1.2234,0
1982-11-14,1.2211,1.2211,1.2211,1.2211,-1
1982-11-21,1.2382,1.2382,1.2382,1.2382,0
1982-11-28,1.2359,1.2359,1.2359,1.2359,0
1982-12-05,1.235,1.235,1.235,1.235,0
1982-12-12,1.237,1.237,1.237,1.237,0
1982-12-19,1.2408,1.2408,1.2408,1.2408,0
1982-12-26,1.2297,1.2297,1.2297,1.2297,0
1983-01-02,1.2267,1.2267,1.2267,1.2267,0
1983-01-09,1.2224,1.2224,1.2224,1.2224,0
1983-01-16,1.2283,1.2283,1.2283,1.2283,0
1983-01-23,1.236,1.236,1.236,1.236,0
1983-01-30,1.2285,1.2285,1.2285,1.2285,0
1983-02-06,1.2252,1.2252,1.2252,1.2252,-1
1983-02-13,1.2247,1.2247,1.2247,1.2247,-1
1983-02-20,1.2282,1.2282,1.2282,1.2282,0
1983-02-27,1.2232,1.2232,1.2232,1.2232,-1
1983-03-06,1.2265,1.2265,1.2265,1.2265,0
1983-03-13,1.2258,1.2258,1.2258,1.2258,-1
1983-03-20,1.2272,1.2272,1.2272,1.2272,0
1983-03-27,1.2341,1.2341,1.2341,1.2341,0
1983-04-03,1.2352,1.2352,1.2352,1.2352,0
1983-04-10,1.233,1.233,1.233,1.233,0
1983-04-17,1.227,1.227,1.227,1.227,0
1983-04-24,1.2262,1.2262,1.2262,1.2262,0
1983-05-01,1.227,1.227,1.227,1.227,0
1983-05-08,1.2271,1.2271,1.2271,1.2271,0
1983-05-15,1.2335,1.2335,1.2335,1.2335,0
1983-05-22,1.2306,1.2306,1.2306,1.2306,0
1983-05-29,1.2323,1.2323,1.2323,1.2323,0
1983-06-05,1.2339,1.2339,1.2339,1.2339,0
1983-06-12,1.232,1.232,1.232,1.232,0
1983-06-19,1.2325,1.2325,1.2325,1.2325,0
1983-06-26,1.227,1.227,1.227,1.227,0
1983-07-03,1.2313,1.2313,1.2313,1.2313,0
1983-07-10,1.2341,1.2341,1.2341,1.2341,0
1983-07-17,1.2343,1.2343,1.2343,1.2343,0
1983-07-24,1.234,1.234,1.234,1.234,0
1983-07-31,1.2362,1.2362,1.2362,1.2362,0
1983-08-07,1.2372,1.2372,1.2372,1.2372,0
1983-08-14,1.234,1.234,1.234,1.234,0
1983-08-21,1.2305,1.2305,1.2305,1.2305,0
1983-08-28,1.2329,1.2329,1.2329,1.2329,0
1983-09-04,1.2317,1.2317,1.2317,1.2317,0
1983-09-11,1.2338,1.2338,1.2338,1.2338,0
1983-09-18,1.2319,1.2319,1.2319,1.2319,0
1983-09-25,1.2323,1.2323,1.2323,1.2323,0
1983-10-02,1.2299,1.2299,1.2299,1.2299,-1
1983-10-09,1.2329,1.2329,1.2329,1.2329,0
1983-10-16,1.2312,1.2312,1.2312,1.2312,-1
1983-10-23,1.2325,1.2325,1.2325,1.2325,0
1983-10-30,1.2344,1.2344,1.2344,1.2344,0
1983-11-06,1.2347,1.2347,1.2347,1.2347,0
1983-11-13,1.2381,1.2381,1.2381,1.2381,0
1983-11-20,1.2401,1.2401,1.2401,1.2401,0
1983-11-27,1.2444,1.2444,1.2444,1.2444,0
1983-12-04,1.2492,1.2492,1.2492,1.2492,0
1983-12-11,1.2511,1.2511,1.2511,1.2511,0
1983-12-18,1.246,1.246,1.246,1.246,0
1983-12-25,1.2445,1.2445,1.2445,1.2445,0
1984-01-01,1.2497,1.2497,1.2497,1.2497,0
1984-01-08,1.2473,1.2473,1.2473,1.2473,0
1984-01-15,1.2472,1.2472,1.2472,1.2472,0
1984-01-22,1.2482,1.2482,1.2482,1.2482,0
1984-01-29,1.2464,1.2464,1.2464,1.2464,0
1984-02-05,1.2463,1.2463,1.2463,1.2463,0
1984-02-12,1.2476,1.2476,1.2476,1.2476,0
1984-02-19,1.2502,1.2502,1.2502,1.2502,0
1984-02-26,1.2511,1.2511,1.2511,1.2511,0
1984-03-04,1.2712,1.2712,1.2712,1.2712,0
1984-03-11,1.2697,1.2697,1.2697,1.2697,0
1984-03-18,1.2773,1.2773,1.2773,1.2773,0
1984-03-25,1.2776,1.2776,1.2776,1.2776,0
1984-04-01,1.2791,1.2791,1.2791,1.2791,0
1984-04-08,1.2787,1.2787,1.2787,1.2787,0
1984-04-15,1.2809,1.2809,1.2809,1.2809,0
1984-04-22,1.281,1.281,1.281,1.281,0
1984-04-29,1.2917,1.2917,1.2917,1.2917,0
1984-05-06,1.2942,1.2942,1.2942,1.2942,0
1984-05-13,1.2956,1.2956,1.2956,1.2956,0
1984-05-20,1.2948,1.2948,1.2948,1.2948,0
1984-05-27,1.294,1.294,1.294,1.294,0
1984-06-03,1.3009,1.3009,1.3009,1.3009,0
1984-06-10,1.3,1.3,1.3,1.3,0
1984-06-17,1.3076,1.3076,1.3076,1.3076,0
1984-06-24,1.3199,1.3199,1.3199,1.3199,0
1984-07-01,1.3265,1.3265,1.3265,1.3265,0
1984-07-08,1.3273,1.3273,1.3273,1.3273,0
1984-07-15,1.3278,1.3278,1.3278,1.3278,0
1984-07-22,1.3146,1.3146,1.3146,1.3146,0
1984-07-29,1.3073,1.3073,1.3073,1.3073,0
1984-08-05,1.3081,1.3081,1.3081,1.3081,0
1984-08-12,1.3045,1.3045,1.3045,1.3045,0
1984-08-19,1.2976,1.2976,1.2976,1.2976,0
1984-08-26,1.2974,1.2974,1.2974,1.2974,-1
1984-09-02,1.3155,1.3155,1.3155,1.3155,0
1984-09-09,1.3142,1.3142,1.3142,1.3142,0
1984-09-16,1.3166,1.3166,1.3166,1.3166,0
1984-09-23,1.3183,1.3183,1.3183,1.3183,0
1984-09-30,1.3187,1.3187,1.3187,1.3187,0
1984-10-07,1.3195,1.3195,1.3195,1.3195,0
1984-10-14,1.3228,1.3228,1.3228,1.3228,0
1984-10-21,1.318,1.318,1.318,1.318,0
1984-10-28,1.312,1.312,1.312,1.312,0
1984-11-04,1.3163,1.3163,1.3163,1.3163,0
1984-11-11,1.3153,1.3153,1.3153,1.3153,0
1984-11-18,1.3178,1.3178,1.3178,1.3178,0
1984-11-25,1.3242,1.3242,1.3242,1.3242,0
1984-12-02,1.3211,1.3211,1.3211,1.3211,0
1984-12-09,1.3207,1.3207,1.3207,1.3207,0
1984-12-16,1.3158,1.3158,1.3158,1.3158,0
1984-12-23,1.3207,1.3207,1.3207,1.3207,0
1984-12-30,1.3209,1.3209,1.3209,1.3209,0
1985-01-06,1.3214,1.3214,1.3214,1.3214,0
1985-01-13,1.3273,1.3273,1.3273,1.3273,0
1985-01-20,1.3249,1.3249,1.3249,1.3249,0
1985-01-27,1.3279,1.3279,1.3279,1.3279,0
1985-02-03,1.336,1.336,1.336,1.336,0
1985-02-10,1.3398,1.3398,1.3398,1.3398,0
1985-02-17,1.3875,1.3875,1.3875,1.3875,0
1985-02-24,1.3885,1.3885,1.3885,1.3885,0
1985-03-03,1.4004,1.4004,1.4004,1.4004,0
1985-03-10,1.3875,1.3875,1.3875,1.3875,0
1985-03-17,1.3775,1.3775,1.3775,1.3775,0
1985-03-24,1.3675,1.3675,1.3675,1.3675,0
1985-03-31,1.3745,1.3745,1.3745,1.3745,0
1985-04-07,1.3645,1.3645,1.3645,1.3645,0
1985-04-14,1.3509,1.3509,1.3509,1.3509,0
1985-04-21,1.366,1.366,1.366,1.366,0
1985-04-28,1.3815,1.3815,1.3815,1.3815,0
1985-05-05,1.3772,1.3772,1.3772,1.3772,0
1985-05-12,1.3717,1.3717,1.3717,1.3717,0
1985-05-19,1.3759,1.3759,1.3759,1.3759,0
1985-05-26,1.3745,1.3745,1.3745,1.3745,0
1985-06-02,1.372,1.372,1.372,1.372,0
1985-06-09,1.3678,1.3678,1.3678,1.3678,0
1985-06-16,1.3662,1.3662,1.3662,1.3662,-1
1985-06-23,1.3592,1.3592,1.3592,1.3592,0
1985-06-30,1.3575,1.3575,1.3575,1.3575,0
1985-07-07,1.3525,1.3525,1.3525,1.3525,-1
1985-07-14,1.3481,1.3481,1.3481,1.3481,-1
1985-07-21,1.3522,1.3522,1.3522,1.3522,0
1985-07-28,1.3523,1.3523,1.3523,1.3523,0
1985-08-04,1.361,1.361,1.361,1.361,0
1985-08-11,1.3537,1.3537,1.3537,1.3537,0
1985-08-18,1.3547,1.3547,1.3547,1.3547,0
1985-08-25,1.3659,1.3659,1.3659,1.3659,0
1985-09-01,1.3702,1.3702,1.3702,1.3702,0
1985-09-08,1.3726,1.3726,1.3726,1.3726,0
1985-09-15,1.3579,1.3579,1.3579,1.3579,0
1985-09-22,1.3643,1.3643,1.3643,1.3643,0
1985-09-29,1.3675,1.3675,1.3675,1.3675,0
1985-10-06,1.3674,1.3674,1.3674,1.3674,0
1985-10-13,1.3651,1.3651,1.3651,1.3651,0
1985-10-20,1.3672,1.3672,1.3672,1.3672,0
1985-10-27,1.367,1.367,1.367,1.367,0
1985-11-03,1.3769,1.3769,1.3769,1.3769,0
1985-11-10,1.3769,1.3769,1.3769,1.3769,0
1985-11-17,1.3758,1.3758,1.3758,1.3758,0
1985-11-24,1.384,1.384,1.384,1.384,0
1985-12-01,1.3957,1.3957,1.3957,1.3957,0
1985-12-08,1.3905,1.3905,1.3905,1.3905,0
1985-12-15,1.3962,1.3962,1.3962,1.3962,0
1985-12-22,1.4,1.4,1.4,1.4,0
1985-12-29,1.4031,1.4031,1.4031,1.4031,0
1986-01-05,1.3937,1.3937,1.3937,1.3937,0
1986-01-12,1.4006,1.4006,1.4006,1.4006,0
1986-01-19,1.413,1.413,1.413,1.413,0
1986-01-26,1.423,1.423,1.423,1.423,0
1986-02-02,1.4052,1.4052,1.4052,1.4052,0
1986-02-09,1.3969,1.3969,1.3969,1.3969,0
1986-02-16,1.3885,1.3885,1.3885,1.3885,0
1986-02-23,1.4205,1.4205,1.4205,1.4205,0
1986-03-02,1.4055,1.4055,1.4055,1.4055,0
1986-03-09,1.3895,1.3895,1.3895,1.3895,0
1986-03-16,1.3978,1.3978,1.3978,1.3978,0
1986-03-23,1.3969,1.3969,1.3969,1.3969,0
1986-03-30,1.3898,1.3898,1.3898,1.3898,-1
1986-04-06,1.3903,1.3903,1.3903,1.3903,0
1986-04-13,1.3859,1.3859,1.3859,1.3859,-1
1986-04-20,1.3839,1.3839,1.3839,1.3839,-1
1986-04-27,1.3795,1.3788,1.3751,1.3795,-1
1986-05-04,1.3788,1.382,1.3751,1.3788,0
1986-05-11,1.3756,1.38,1.3731,1.3756,-1
1986-05-18,1.368,1.3768,1.3629,1.368,-1
1986-05-25,1.3852,1.3872,1.37,1.3852,0
1986-06-01,1.3928,1.3968,1.3858,1.3928,0
1986-06-08,1.385,1.3925,1.3815,1.385,0
1986-06-15,1.3865,1.395,1.385,1.3865,0
1986-06-22,1.3865,1.3928,1.3838,1.3865,0
1986-06-29,1.3788,1.3826,1.3742,1.3788,0
1986-07-06,1.376,1.3813,1.3725,1.376,-1
1986-07-13,1.3745,1.3776,1.371,1.3745,-1
1986-07-20,1.3877,1.3911,1.3759,1.3877,0
1986-07-27,1.3823,1.3885,1.3772,1.3823,0
1986-08-03,1.385,1.3855,1.3785,1.385,0
1986-08-10,1.3933,1.3937,1.3835,1.3933,0
1986-08-17,1.3909,1.3961,1.3865,1.3909,0
1986-08-24,1.3858,1.3971,1.384,1.3858,0
1986-08-31,1.3845,1.3883,1.3822,1.3845,0
1986-09-07,1.3855,1.3876,1.379,1.3855,0
1986-09-14,1.3863,1.3925,1.3827,1.3863,0
1986-09-21,1.3864,1.3918,1.3815,1.3864,0
1986-09-28,1.3828,1.3887,1.381,1.3828,0
1986-10-05,1.3854,1.386,1.3804,1.3854,0
1986-10-12,1.3894,1.3905,1.3807,1.3894,0
1986-10-19,1.386,1.3911,1.3837,1.386,0
1986-10-26,1.3894,1.3902,1.3837,1.3894,0
1986-11-02,1.3859,1.3888,1.3843,1.3859,0
1986-11-09,1.3827,1.3868,1.3804,1.3827,0
1986-11-16,1.3832,1.3845,1.3795,1.3832,-1
1986-11-23,1.3799,1.3843,1.3787,1.3799,-1
1986-11-30,1.3754,1.382,1.3752,1.3754,-1
1986-12-07,1.3766,1.3782,1.3723,1.3766,-1
1986-12-14,1.3748,1.3782,1.3732,1.3748,-1
1986-12-21,1.3787,1.3787,1.3723,1.3787,0
1986-12-28,1.3785,1.3808,1.3743,1.3785,0
1987-01-04,1.3694,1.3773,1.3669,1.3694,-1
1987-01-11,1.362,1.3688,1.3609,1.362,-1
1987-01-18,1.3585,1.361,1.356,1.3585,-1
1987-01-25,1.3402,1.3567,1.3354,1.3402,-1
1987-02-01,1.3351,1.3398,1.3246,1.3351,-1
1987-02-08,1.3429,1.346,1.3322,1.3429,0
1987-02-15,1.3296,1.34,1.327,1.3296,-1
1987-02-22,1.332,1.335,1.3283,1.332,-1
1987-03-01,1.3322,1.3367,1.3303,1.3322,0
1987-03-08,1.3216,1.3369,1.3164,1.3216,-1
1987-03-15,1.3074,1.3189,1.3074,1.3074,-1
1987-03-22,1.3034,1.3134,1.3016,1.3034,-1
1987-03-29,1.3071,1.3134,1.3016,1.3071,0
1987-04-05,1.3031,1.3098,1.2994,1.3031,-1
1987-04-12,1.3195,1.3249,1.3012,1.3195,0
1987-04-19,1.3398,1.3419,1.3135,1.3398,0
1987-04-26,1.3398,1.3425,1.3319,1.3398,0
1987-05-03,1.3349,1.3469,1.333,1.3349,0
1987-05-10,1.3399,1.3414,1.332,1.3399,0
1987-05-17,1.348,1.3499,1.3384,1.348,0
1987-05-24,1.3375,1.3483,1.3369,1.3375,0
1987-05-31,1.341,1.3455,1.3365,1.341,0
1987-06-07,1.3397,1.3449,1.3357,1.3397,0
1987-06-14,1.339,1.3429,1.3372,1.339,0
1987-06-21,1.3324,1.3386,1.3268,1.3324,0
1987-06-28,1.3264,1.3346,1.3249,1.3264,0
1987-07-05,1.3208,1.3283,1.3194,1.3208,-1
1987-07-12,1.3179,1.3246,1.3164,1.3179,-1
1987-07-19,1.336,1.339,1.3164,1.336,0
1987-07-26,1.3269,1.3382,1.3255,1.3269,0
1987-08-02,1.3249,1.3276,1.3205,1.3249,-1
1987-08-09,1.3293,1.333,1.3249,1.3293,0
1987-08-16,1.323,1.3324,1.3216,1.323,-1
1987-08-23,1.3183,1.3255,1.315,1.3183,-1
1987-08-30,1.3116,1.3207,1.3113,1.3116,-1
1987-09-06,1.3185,1.324,1.3105,1.3185,0
1987-09-13,1.3149,1.3212,1.3125,1.3149,-1
1987-09-20,1.3125,1.3219,1.3109,1.3125,-1
1987-09-27,1.3088,1.3131,1.3047,1.3088,-1
1987-10-04,1.3059,1.3097,1.3029,1.3059,-1
1987-10-11,1.2963,1.3068,1.2959,1.2963,-1
1987-10-18,1.31,1.3219,1.2937,1.31,0
1987-10-25,1.3149,1.3215,1.3106,1.3149,0
1987-11-01,1.3201,1.3312,1.3125,1.3201,0
1987-11-08,1.3179,1.3222,1.3149,1.3179,0
1987-11-15,1.313,1.3179,1.3095,1.313,0
1987-11-22,1.3083,1.3161,1.307,1.3083,0
1987-11-29,1.3119,1.3147,1.3059,1.3119,0
1987-12-06,1.3059,1.3122,1.3019,1.3059,0
1987-12-13,1.3075,1.3119,1.3043,1.3075,0
1987-12-20,1.3025,1.3077,1.3004,1.3025,0
1987-12-27,1.2984,1.3059,1.298,1.2984,0
1988-01-03,1.2878,1.3005,1.2829,1.2878,-1
1988-01-10,1.2885,1.2935,1.283,1.2885,-1
1988-01-17,1.2793,1.2894,1.2782,1.2793,-1
1988-01-24,1.2741,1.282,1.2733,1.2741,-1
1988-01-31,1.2683,1.2779,1.2658,1.2683,-1
1988-02-07,1.2645,1.2726,1.2623,1.2645,-1
1988-02-14,1.2733,1.274,1.2639,1.2733,0
1988-02-21,1.2639,1.2745,1.2609,1.2639,-1
1988-02-28,1.2537,1.2645,1.2524,1.2537,-1
1988-03-06,1.257,1.2607,1.2514,1.257,0
1988-03-13,1.2486,1.2593,1.248,1.2486,-1
1988-03-20,1.2421,1.2506,1.2401,1.2421,-1
1988-03-27,1.2344,1.2434,1.2327,1.2344,-1
1988-04-03,1.2461,1.2494,1.233,1.2461,0
1988-04-10,1.2322,1.2462,1.2313,1.2322,-1
1988-04-17,1.2325,1.2366,1.2265,1.2325,-1
1988-04-24,1.23,1.2355,1.2254,1.23,-1
1988-05-01,1.2374,1.2382,1.228,1.2374,0
1988-05-08,1.2324,1.2412,1.2284,1.2324,-1
1988-05-15,1.2428,1.2464,1.2307,1.2428,0
1988-05-22,1.2387,1.245,1.2347,1.2387,0
1988-05-29,1.2321,1.2399,1.2283,1.2321,0
1988-06-05,1.2195,1.2332,1.2159,1.2195,-1
1988-06-12,1.2131,1.2292,1.2099,1.2131,-1
1988-06-19,1.204,1.2199,1.1999,1.204,-1
1988-06-26,1.2199,1.2229,1.2029,1.2199,0
1988-07-03,1.2092,1.2242,1.2029,1.2092,-1
1988-07-10,1.2105,1.2199,1.1999,1.2105,-1
1988-07-17,1.2007,1.2115,1.1933,1.2007,-1
1988-07-24,1.2107,1.2184,1.1999,1.2107,0
1988-07-31,1.2072,1.2111,1.2005,1.2072,-1
1988-08-07,1.2188,1.2291,1.2064,1.2188,0
1988-08-14,1.2294,1.2397,1.2183,1.2294,0
1988-08-21,1.2381,1.2393,1.2264,1.2381,0
1988-08-28,1.2348,1.2409,1.2347,1.2348,0
1988-09-04,1.2393,1.2404,1.2325,1.2393,0
1988-09-11,1.2234,1.2393,1.2199,1.2234,0
1988-09-18,1.2225,1.2235,1.2133,1.2225,0
1988-09-25,1.2161,1.2233,1.2137,1.2161,0
1988-10-02,1.2079,1.2174,1.2047,1.2079,0
1988-10-09,1.2047,1.2168,1.2,1.2047,-1
1988-10-16,1.1988,1.2057,1.1972,1.1988,-1
1988-10-23,1.2036,1.2047,1.1951,1.2036,0
1988-10-30,1.2251,1.2293,1.2068,1.2251,0
1988-11-06,1.2213,1.2375,1.2183,1.2213,0
1988-11-13,1.2293,1.2397,1.2213,1.2293,0
1988-11-20,1.1909,1.2199,1.1869,1.1909,0
1988-11-27,1.1854,1.1963,1.1838,1.1854,-1
1988-12-04,1.1958,1.2039,1.1818,1.1958,0
1988-12-11,1.2031,1.2098,1.1899,1.2031,0
1988-12-18,1.1961,1.2029,1.1919,1.1961,-1
1988-12-25,1.1914,1.1979,1.1899,1.1914,-1
1989-01-01,1.1964,1.1971,1.1864,1.1964,0
1989-01-08,1.1974,1.2039,1.1939,1.1974,0
1989-01-15,1.189,1.2,1.1799,1.189,-1
1989-01-22,1.1827,1.1899,1.18,1.1827,-1
1989-01-29,1.1839,1.1939,1.18,1.1839,-1
1989-02-05,1.1856,1.1877,1.18,1.1856,-1
1989-02-12,1.1889,1.1922,1.1779,1.1889,0
1989-02-19,1.1969,1.1999,1.1834,1.1969,0
1989-02-26,1.1952,1.2034,1.1919,1.1952,0
1989-03-05,1.1987,1.2021,1.1899,1.1987,0
1989-03-12,1.1953,1.1987,1.1926,1.1953,0
1989-03-19,1.1914,1.1971,1.1866,1.1914,0
1989-03-26,1.192,1.1958,1.1897,1.192,0
1989-04-02,1.1924,1.195,1.1853,1.1924,0
1989-04-09,1.1849,1.1931,1.1841,1.1849,0
1989-04-16,1.1865,1.1878,1.1825,1.1865,0
1989-04-23,1.1849,1.1991,1.1814,1.1849,0
1989-04-30,1.1836,1.1882,1.1794,1.1836,-1
1989-05-07,1.1884,1.1898,1.1825,1.1884,0
1989-05-14,1.1909,1.1944,1.1859,1.1909,0
1989-05-21,1.2011,1.219,1.1909,1.2011,0
1989-05-28,1.205,1.2099,1.2002,1.205,0
1989-06-04,1.2011,1.2099,1.1945,1.2011,0
1989-06-11,1.1969,1.2093,1.1935,1.1969,0
1989-06-18,1.1943,1.2092,1.1884,1.1943,0
1989-06-25,1.1964,1.199,1.1925,1.1964,0
1989-07-02,1.1902,1.198,1.1884,1.1902,0
1989-07-09,1.1916,1.1982,1.1865,1.1916,0
1989-07-16,1.1877,1.1925,1.1855,1.1877,0
1989-07-23,1.1828,1.189,1.182,1.1828,-1
1989-07-30,1.1782,1.1832,1.1704,1.1782,-1
1989-08-06,1.1746,1.1785,1.1685,1.1746,-1
1989-08-13,1.177,1.1837,1.1704,1.177,0
1989-08-20,1.1745,1.1778,1.1716,1.1745,-1
1989-08-27,1.1814,1.1822,1.17,1.1814,0
1989-09-03,1.1884,1.1902,1.1782,1.1884,0
1989-09-10,1.1839,1.1895,1.18,1.1839,0
1989-09-17,1.1802,1.1862,1.1797,1.1802,0
1989-09-24,1.1769,1.1811,1.171,1.1769,-1
1989-10-01,1.175,1.1785,1.1722,1.175,-1
1989-10-08,1.1753,1.1774,1.1715,1.1753,0
1989-10-15,1.1738,1.1784,1.1721,1.1738,-1
1989-10-22,1.1747,1.1774,1.1696,1.1747,-1
1989-10-29,1.1722,1.1762,1.1713,1.1722,-1
1989-11-05,1.1694,1.173,1.1656,1.1694,-1
1989-11-12,1.1696,1.1742,1.1652,1.1696,0
1989-11-19,1.1671,1.173,1.1652,1.1671,-1
1989-11-26,1.1648,1.1684,1.1629,1.1648,-1
1989-12-03,1.162,1.1656,1.1599,1.162,-1
1989-12-10,1.1608,1.1654,1.1585,1.1608,-1
1989-12-17,1.1595,1.1627,1.1572,1.1595,-1
1989-12-24,1.1583,1.1603,1.1558,1.1583,-1
1989-12-31,1.1608,1.165,1.1572,1.1608,0
1990-01-07,1.1572,1.1625,1.1544,1.1572,-1
1990-01-14,1.1835,1.1854,1.1562,1.1835,0
1990-01-21,1.1957,1.1974,1.1755,1.1957,0
1990-01-28,1.1892,1.1959,1.1837,1.1892,0
1990-02-04,1.202,1.2027,1.1856,1.202,0
1990-02-11,1.2008,1.2094,1.1967,1.2008,0
1990-02-18,1.1986,1.2027,1.1927,1.1986,0
1990-02-25,1.1925,1.1996,1.1878,1.1925,0
1990-03-04,1.1803,1.1933,1.1757,1.1803,0
1990-03-11,1.1833,1.1839,1.1713,1.1833,0
1990-03-18,1.1753,1.1862,1.1745,1.1753,0
1990-03-25,1.1698,1.1791,1.1694,1.1698,0
1990-04-01,1.1643,1.1718,1.1628,1.1643,-1
1990-04-08,1.1645,1.1678,1.159,1.1645,-1
1990-04-15,1.1632,1.1712,1.1605,1.1632,-1
1990-04-22,1.1637,1.1662,1.1582,1.1637,-1
1990-04-29,1.1627,1.1684,1.1622,1.1627,0
1990-05-06,1.1761,1.1797,1.1612,1.1761,0
1990-05-13,1.1801,1.1833,1.1721,1.1801,0
1990-05-20,1.1829,1.1936,1.1747,1.1829,0
1990-05-27,1.1753,1.1852,1.1707,1.1753,0
1990-06-03,1.1738,1.178,1.1671,1.1738,0
1990-06-10,1.1715,1.1742,1.1671,1.1715,0
1990-06-17,1.1784,1.1825,1.1703,1.1784,0
1990-06-24,1.1633,1.1772,1.1603,1.1633,0
1990-07-01,1.1616,1.166,1.1604,1.1616,0
